Permit Number	Permit Type	Permit Subtype	Status	Description	Site Address	Site APN	Applied Date	Issued Date	Finaled Date
2000-638059	DEMOLITION	NULL	ISSUED	 	531 BENVENUE AV	18953024	11/3/2000	11/3/2000	NULL
2000-638252	DEMOLITION	NULL	FINALED	 Demo	204 ALVARADO AV	17015013	11/9/2000	11/9/2000	12/19/2000
2000-638221	DEMOLITION	NULL	ISSUED	 	1255 SANDALWOOD LN	34207073	11/9/2000	11/9/2000	NULL
2000-638278	DEMOLITION	NULL	ISSUED	 	494 W PORTOLA AV	16720045	11/13/2000	11/13/2000	NULL
2000-638164	DEMOLITION	NULL	ISSUED	 	494 W PORTOLA AV	16720045	11/13/2000	1/1/1980	NULL
2000-638186	DEMOLITION	NULL	ISSUED	 	704 VERA CRUZ AV	17014033	11/13/2000	11/13/2000	NULL
2000-638319	DEMOLITION	NULL	FINALED	 Demo	1430 MONTCLAIRE PL	34207044	11/22/2000	11/22/2000	12/1/2000
2000-638242	DEMOLITION	NULL	FINALED	 Demo	240 ALTA VISTA AV	16735075	11/27/2000	11/27/2000	7/22/2002
2000-638424	SFD	NULL	FINALED	SFD	780 S EL MONTE AV	33602064	12/28/2000	5/13/2005	10/29/2009
2000-638479	DEMOLITION	NULL	FINALED	 Demo	1455 MONTCLAIRE PL	34207035	12/28/2000	12/28/2000	6/13/2005
2001-638317	DEMOLITION	NULL	ISSUED	 	122 HAMILTON CT	16730044	1/5/2001	1/5/2001	NULL
2001-638491	DEMOLITION	NULL	FINALED	 Demo	1334 HOLLY AV	19342027	1/10/2001	1/10/2001	4/20/2001
2001-638463	DEMOLITION	NULL	FINALED	 Pool Demo	231 VALENCIA DR	17023013	1/18/2001	1/18/2001	1/22/2001
2001-638551	DEMOLITION	NULL	FINALED	Demo	470 PATRICK WY	16727019	1/22/2001	1/22/2001	5/16/2001
2001-638600	DEMOLITION	NULL	FINALED	 Demo	124 YERBA SANTA AV	16729012	1/26/2001	1/26/2001	2/2/2001
2001-638618	DEMOLITION	NULL	FINALED	 Demo	783 SUNSHINE DR	18926029	1/26/2001	1/26/2001	3/17/2003
2001-638639	DEMOLITION	NULL	ISSUED	 	727 EDGE LN	18918079	1/31/2001	1/31/2001	NULL
2001-638593	DEMOLITION	NULL	FINALED	Demo	782 ARROYO RD	18929010	2/1/2001	2/1/2001	9/17/2001
2001-638487	DEMOLITION	NULL	ISSUED	BY INSPECTION.	411 LOS NINOS WY	17017034	2/2/2001	2/2/2001	NULL
2001-638664	DEMOLITION	NULL	FINALED	 Demo	116 SECOND ST	16739151	2/7/2001	2/7/2001	5/17/2001
2001-638582	DEMOLITION	NULL	ISSUED	 	124 2ND	1.67E+18	2/7/2001	2/7/2001	NULL
2001-638672	DEMOLITION	NULL	ISSUED	TO BE FINALED AT THIS TIME.	588 ARBOLEDA DR	18940006	2/8/2001	2/8/2001	NULL
2001-638750	DEMOLITION	NULL	ISSUED	AS REQUIRED PER PLANS	1215 PAYNE DR	19339001	2/20/2001	2/20/2001	NULL
2001-638547	DEMOLITION	NULL	ISSUED	SAVE TREES AS PER PLANS.	815 LAVERNE WY	16719024	3/2/2001	3/2/2001	NULL
2001-638773	DEMOLITION	NULL	FINALED	 Demo	66 HAWTHORNE AV	17041016	3/6/2001	3/6/2001	5/13/2002
2001-638814	DEMOLITION	NULL	ISSUED	 	661 W UNIVERSITY AV	17516038	3/14/2001	3/14/2001	NULL
2001-638820	DEMOLITION	NULL	ISSUED	TEMP POWER POLE.	165 PINE LN	16723041	3/14/2001	3/14/2001	NULL
2001-638785	DEMOLITION	NULL	ISSUED	TEMP POWER POLE.	1345 OAKHURST AV	19339034	3/19/2001	3/19/2001	NULL
2001-638709	DEMOLITION	NULL	FINALED	 Demo	1290 EVA AV	34209024	3/21/2001	3/21/2001	4/5/2001
2001-638759	DEMOLITION	NULL	ISSUED	AND FILL.	727 DEL CENTRO WY	18950040	3/26/2001	3/26/2001	NULL
2001-638455	DEMOLITION	NULL	ISSUED	Int. Demo	325 MAIN ST	16740075	4/2/2001	4/2/2001	NULL
2001-638940	DEMOLITION	NULL	FINALED	 Demo	632 HOLLINGSWORTH DR	17020015	4/3/2001	4/9/2001	5/29/2002
2001-638789	DEMOLITION	NULL	ISSUED	 	300 SUNKIST LN	17022037	4/4/2001	4/4/2001	NULL
2001-638963	DEMOLITION	NULL	FINALED	Swp Demo	460 GUADALUPE DR	16745012	4/20/2001	4/20/2001	1/31/2002
2001-639009	DEMOLITION	NULL	ISSUED	 	1318 HOLLY AV	19342025	4/24/2001	4/24/2001	NULL
2001-639060	DEMOLITION	NULL	FINALED	 Demo	293 W PORTOLA AV	16718052	4/30/2001	4/30/2001	5/10/2001
2001-639158	DEMOLITION	NULL	ISSUED	 	701 ARROYO RD	18929034	5/18/2001	5/18/2001	NULL
2001-639197	DEMOLITION	NULL	ISSUED	 	120 HAWTHORNE AV	17041020	5/21/2001	5/21/2001	NULL
2001-639198	DEMOLITION	NULL	ISSUED	 	705 W UNIVERSITY AV	17516033	5/21/2001	5/21/2001	NULL
2001-639170	DEMOLITION	NULL	FINALED	 Restaurant Dem	4300 EL CAMINO REAL	16710088	6/1/2001	6/1/2001	8/29/2003
2001-639273	DEMOLITION	NULL	FINALED	Demo	699 BENVENUE AV	18938060	6/13/2001	6/14/2001	7/23/2001
2001-639350	DEMOLITION	NULL	ISSUED	Demo PreSchool	625 MAGDALENA AV	33609018	6/14/2001	6/14/2001	NULL
2001-639452	DEMOLITION	NULL	ISSUED	 	791 PARMA WY	18942041	6/27/2001	6/27/2001	NULL
2001-639453	DEMOLITION	NULL	ISSUED	* ALL TREES TO REMIAN *	37 VIEW ST	16737009	6/28/2001	6/28/2001	NULL
2001-639372	DEMOLITION	NULL	ISSUED	 	1041 COVINGTON RD	19328004	7/10/2001	7/10/2001	NULL
2001-639389	DEMOLITION	NULL	ISSUED	 Demolition	459 TRAVERSO AV	16714046	7/10/2001	7/10/2001	NULL
2001-639512	DEMOLITION	NULL	ISSUED	 	233 PASA ROBLES AV	16715024	7/12/2001	7/12/2001	NULL
2001-639497	DEMOLITION	NULL	ISSUED	 	1962 LAVER CT	34207013	7/20/2001	7/20/2001	NULL
2001-639583	DEMOLITION	NULL	FINALED	 Demo	473 LINCOLN AV	17515059	8/2/2001	8/2/2001	8/29/2001
2001-639529	DEMOLITION	NULL	ISSUED	 	840 ARROYO RD	18929016	8/3/2001	8/3/2001	NULL
2001-639488	DEMOLITION	NULL	FINALED	 Demo	420 CYPRESS DR	17511062	8/3/2001	8/3/2001	9/10/2001
2001-639489	DEMOLITION	NULL	FINALED	 Demo	630 MILVERTON RD	17519014	8/3/2001	8/3/2001	8/9/2001
2001-639621	DEMOLITION	NULL	ISSUED	PER PLAN.	1104 RIVERSIDE DR	18945026	8/8/2001	8/8/2001	NULL
2001-639546	DEMOLITION	NULL	ISSUED	 	1201 CARMEL TR	19343018	8/17/2001	8/17/2001	NULL
2001-639678	DEMOLITION	NULL	FINALED	 Demo	228 MERRITT RD	17024031	8/20/2001	8/20/2001	8/27/2001
2001-639628	DEMOLITION	NULL	ISSUED	 	1796 AUSTIN AV	31811002	8/21/2001	8/21/2001	NULL
2001-639718	DEMOLITION	NULL	ISSUED	 	1355 MIRAVALLE AV	19719075	8/23/2001	8/23/2001	NULL
2001-639730	DEMOLITION	NULL	ISSUED	OF AUTHORIZATION FROM OWNER.	176 SECOND ST	16739143	8/27/2001	8/27/2001	NULL
2001-639693	DEMOLITION	NULL	FINALED	 Demo	1833 ALFORD AV	31818009	8/27/2001	8/27/2001	8/30/2001
2001-639710	DEMOLITION	NULL	ISSUED	 	721 BERRY AV	18918070	8/28/2001	8/28/2001	NULL
2001-639788	DEMOLITION	NULL	ISSUED	 	451 SAN DOMINGO WY	16743047	9/5/2001	9/5/2001	NULL
2001-639725	DEMOLITION	NULL	FINALED	 Demo	1643 RANDOLPH PARKWAY	31808026	9/17/2001	9/17/2001	10/2/2001
2001-639813	DEMOLITION	NULL	FINALED	 Demolition	340 W PORTOLA AV	16721007	9/21/2001	9/21/2001	11/16/2001
2001-639841	DEMOLITION	NULL	ISSUED	 	253 HILLVIEW AV	17026022	9/24/2001	9/24/2001	NULL
2001-639796	DEMOLITION	NULL	ISSUED	POWER POLE	385 VERANO DR	17021061	9/27/2001	9/27/2001	NULL
2001-639907	DEMOLITION	NULL	FINALED	 Demo	878 RIVERSIDE DR	18942018	10/2/2001	10/2/2001	10/16/2001
2001-639927	DEMOLITION	NULL	FINALED	Demo/TPP	161 N AVALON DR	17030014	10/3/2001	10/3/2001	1/17/2002
2001-639904	DEMOLITION	NULL	ISSUED	 	1684 FALLEN LEAF LN	31820076	10/24/2001	10/24/2001	NULL
2001-640086	DEMOLITION	NULL	ISSUED	 	1689 MIDDLETON AV	31805046	11/16/2001	11/16/2001	NULL
2001-640078	DEMOLITION	NULL	ISSUED	 	472 VAN BUREN ST	16720023	11/21/2001	11/21/2001	NULL
2001-640190	DEMOLITION	NULL	FINALED	Demo	723 BRENTWOOD CT	18917015	12/11/2001	12/11/2001	1/14/2002
2002-640193	DEMOLITION	NULL	FINALED	 Garage Demo	714 ORANGE AV	17518015	1/7/2002	1/7/2002	3/18/2002
2002-640299	DEMOLITION	NULL	FINALED	Demo	469 W UNIVERSITY AV	17515050	1/10/2002	1/10/2002	1/30/2002
2002-640284	DEMOLITION	NULL	FINALED	 Swp Demo	71 ANGELA DR	17043041	1/17/2002	1/17/2002	2/21/2002
2002-640349	DEMOLITION	NULL	ISSUED	 	241 N CLARK AV	17032003	1/29/2002	1/29/2002	NULL
2002-640358	DEMOLITION	NULL	ISSUED	 	1350 OAKHURST AV	19342007	1/31/2002	1/31/2002	NULL
2002-640228	DEMOLITION	NULL	FINALED	 Swp Demo	1761 NEWCASTLE DR	31818064	2/1/2002	2/1/2002	3/13/2002
2002-640370	DEMOLITION	NULL	FINALED	Swp Demo	1530 AWALT CT	19714039	2/13/2002	2/13/2002	4/3/2002
2002-640403	DEMOLITION	NULL	FINALED	 Demo	96 HAWTHORNE AV	17041018	3/6/2002	3/6/2002	3/27/2002
2002-640492	DEMOLITION	NULL	FINALED	 Demo	981 SEENA AV	18909048	3/14/2002	3/14/2002	3/28/2002
2002-640565	DEMOLITION	NULL	ISSUED	 	470 DISTEL DR	17017057	3/18/2002	3/18/2002	NULL
2002-640568	DEMOLITION	NULL	ISSUED	 	1089 EASTWOOD CT	19345036	3/22/2002	3/22/2002	NULL
2002-640539	DEMOLITION	NULL	FINALED	 Demo	1350 CONCORD AV	19339044	3/27/2002	3/27/2002	4/11/2002
2002-640789	DEMOLITION	NULL	ISSUED	**DEMOLITION REQUIRES FINAL INSPECTION PRIOR TO	1652 PARKHILLS AV	31808035	4/30/2002	4/30/2002	NULL
2002-640801	DEMOLITION	NULL	ISSUED	 	729 ARROYO RD	18929031	5/6/2002	5/6/2002	NULL
2002-640765	DEMOLITION	NULL	ISSUED	**MUST HAVE FINAL INSPECTION PRIOR TO ISSUANCE	1701 HOLT AV	31822005	5/9/2002	5/9/2002	NULL
2002-640859	DEMOLITION	NULL	FINALED	 Demo Swp	580 CAMELLIA WY	18935049	5/13/2002	5/13/2002	7/18/2002
2002-640888	DEMOLITION	NULL	FINALED	Demo	136 ALMOND AV	17024057	5/14/2002	5/14/2002	6/10/2002
2002-640862	DEMOLITION	NULL	FINALED	Demo	619 BENVENUE AV	18938081	5/17/2002	5/17/2002	6/3/2002
2002-640718	DEMOLITION	NULL	FINALED	Demo-Garage	420 W PORTOLA AV	16720050	5/17/2002	5/17/2002	5/23/2002
2002-640847	DEMOLITION	NULL	ISSUED	 	552 LASSEN ST	17038033	5/23/2002	5/23/2002	NULL
2002-640876	DEMOLITION	NULL	FINALED	 Demolition	848 NASH RD	33603047	6/6/2002	6/6/2002	7/29/2002
2002-640971	DEMOLITION	NULL	ISSUED	 	384 HAWTHORNE AV	17036008	6/17/2002	6/17/2002	NULL
2002-641036	DEMOLITION	NULL	ISSUED	 	197 N EL MONTE AV	18934006	6/17/2002	6/17/2002	NULL
2002-641020	DEMOLITION	ACCESSORY STRUCTURE	FINALED	Garage Demo	716 LINDEN AV	16724002	6/20/2002	6/20/2002	7/11/2002
2002-641079	DEMOLITION	NULL	ISSUED	 	165 OSAGE AV	17028054	6/21/2002	6/21/2002	NULL
2002-641134	SFD	TWO-STORY	FINALED	New 2-story residence w/basement	317 SILVIA DR	18953062	7/1/2002	1/1/1980	9/7/2005
2002-641031	DEMOLITION	NULL	FINALED	 Demo-SFD	420 W PORTOLA AV	16720050	7/3/2002	7/3/2002	7/25/2002
2002-641124	DEMOLITION	NULL	FINALED	 Demo	307 VERANO DR	17021056	7/8/2002	7/8/2002	7/12/2002
2002-641004	DEMOLITION	NULL	ISSUED	 	645 BENVENUE AV	18938077	7/8/2002	7/8/2002	NULL
2002-641246	DEMOLITION	NULL	ISSUED	 	544 LASSEN ST	1.7E+18	7/23/2002	7/23/2002	NULL
2002-641224	DEMOLITION	NULL	ISSUED	 	1364 OAKHURST AV	19342009	7/24/2002	7/24/2002	NULL
2002-641130	DEMOLITION	NULL	FINALED	 Demo	895 UNIVERSITY AV	33601004	8/1/2002	8/1/2002	1/17/2003
2002-641319	DEMOLITION	NULL	ISSUED	 	156 PEPPER DR	17040056	8/2/2002	8/2/2002	NULL
2002-641237	DEMOLITION	NULL	FINALED	 Demo-Swp	420 W PORTOLA AV	16720050	8/7/2002	8/7/2002	9/19/2002
2002-641359	DEMOLITION	NULL	ISSUED	 	1598 MORTON AV	31817022	8/9/2002	8/9/2002	NULL
2002-641352	DEMOLITION	NULL	FINALED	 Demolition	198 GARLAND WY	16730027	8/12/2002	8/12/2002	8/20/2002
2002-641333	DEMOLITION	NULL	FINALED	 Demo	67 YERBA BUENA AV	16729006	8/13/2002	8/13/2002	8/28/2002
2002-625773	DEMOLITION	NULL	FINALED	 Demo	546 W UNIVERSITY AV	17514002	8/20/2002	8/20/2002	8/27/2002
2002-641335	DEMOLITION	NULL	FINALED	 Pool Demo	1270 COVINGTON RD	19331001	8/21/2002	8/21/2002	10/10/2002
2002-641446	DEMOLITION	NULL	ISSUED	**PROJECT ARBORIST TO PROVIDE POST DEMO INSPECTION	798 ARROYO RD	18929012	9/4/2002	9/4/2002	NULL
2002-641438	DEMOLITION	NULL	FINALED	 Demo	999 CAMPBELL AV	18946041	9/5/2002	9/5/2002	9/17/2002
2002-641461	DEMOLITION	NULL	FINALED	 Demo	4390 EL CAMINO REAL	16711062	9/11/2002	9/11/2002	10/30/2002
2002-641572	DEMOLITION	NULL	ISSUED	RESIDENCE.	1337 ENSENADA WY	31806029	9/24/2002	9/24/2002	NULL
2002-641535	DEMOLITION	NULL	FINALED	 Demo	41 CUESTA DR	17039016	9/27/2002	9/27/2002	10/23/2002
2002-641573	PHOTOVOLTAIC	PV	FINALED	 Photovoltaic	716 LINDEN AV	16724002	10/1/2002	1/1/1980	3/19/2003
2002-641589	DEMOLITION	NULL	FINALED	Demo	400 W PORTOLA AV	16720052	10/21/2002	10/21/2002	10/18/2002
2002-641616	DEMOLITION	NULL	ISSUED	!!!!!TREE PROTECTIVE FENCING REQUIRED FOR TWO	456 GABILAN ST	1.7E+18	10/21/2002	10/21/2002	NULL
2002-641475	DEMOLITION	NULL	ISSUED	AND 276 SQ. FT. GARAGE.	1303 HOLLY AV	19342023	10/22/2002	10/22/2002	NULL
2002-641654	DEMOLITION	NULL	FINALED	 Demo	2069 CRIST DR	31824052	10/23/2002	10/23/2002	11/4/2002
2002-641701	DEMOLITION	NULL	ISSUED	 	108 HAWTHORNE AV	17041019	10/25/2002	10/25/2002	NULL
2002-641626	DEMOLITION	NULL	ISSUED	AND PARTIAL GARAGE	604 HARRINGTON AV	18941055	10/28/2002	10/28/2002	NULL
2002-641618	DEMOLITION	NULL	ISSUED	 	259 PASA ROBLES AV	16715039	10/29/2002	10/29/2002	NULL
2002-641764	DEMOLITION	NULL	ISSUED	PER PLAN	307 SECOND ST	16740056	11/12/2002	11/18/2002	NULL
2002-641833	DEMOLITION	NULL	ISSUED	Demo	66 E PORTOLA AV	17013021	12/3/2002	12/3/2002	NULL
2002-641852	DEMOLITION	NULL	FINALED	 Swp Demo	1338 ROSSWAY CT	31805024	12/6/2002	12/6/2002	2/7/2003
2002-641853	DEMOLITION	NULL	FINALED	Demo	371 SOLANA DR	17021036	12/10/2002	12/10/2002	12/18/2002
2002-641905	DEMOLITION	NULL	FINALED	 Demo	980 STANLEY AV	18911038	12/26/2002	1/1/1980	2/5/2003
2003-642018	DEMOLITION	SWIMMING POOL	FINALED	Demolish swimming pool	1377 PRITCHETT CT	19719027	1/22/2003	1/1/1980	2/12/2003
2003-641985	DEMOLITION	NULL	FINALED	Demo	211 MOUNTAIN VIEW AV	18903058	1/29/2003	1/1/1980	2/24/2003
2003-641994	DEMOLITION	NULL	FINALED	 Demo	144 PEPPER DR	17040055	1/30/2003	1/1/1980	2/10/2003
2003-642077	DEMOLITION	NULL	ISSUED	REQUIRED PER PLAN.DEPT.	686 CAMPBELL AV	18950028	1/31/2003	1/1/1980	NULL
2003-642005	DEMOLITION	NULL	FINALED	Demo	9 SYLVIAN WY	16729057	2/4/2003	1/1/1980	2/21/2003
2003-642163	DEMOLITION	NULL	ISSUED	DETACHED FROM MINI-MALL.	22310 HOMESTEAD RD	32601053	2/14/2003	1/1/1980	NULL
2003-642165	DEMOLITION	NULL	FINALED	Demo	981 LEONELLO AV	18920009	2/21/2003	2/21/2003	4/9/2003
2003-642204	DEMOLITION	NULL	ISSUED	 Carport	710 COVINGTON RD	18919058	3/6/2003	3/6/2003	NULL
2003-642186	DEMOLITION	NULL	ISSUED	 	1089 DARTMOUTH LN	19344018	3/7/2003	1/1/1980	NULL
2003-642262	DEMOLITION	NULL	ISSUED	 	416 PATRICK WY	16727065	3/25/2003	1/1/1980	NULL
2003-642268	DEMOLITION	NULL	FINALED	 Demo	1245 MONTE VERDE CT	34208035	4/9/2003	1/1/1980	4/18/2003
2003-642298	DEMOLITION	NULL	ISSUED	 Pool Demo	1020 ROBINHOOD CT	34210030	4/9/2003	1/1/1980	NULL
2003-642362	DEMOLITION	NULL	FINALED	Demo/TPP	1683 NEWCASTLE DR	31819022	4/11/2003	1/1/1980	4/18/2003
2003-642317	DEMOLITION	NULL	ISSUED	Pool Demo-Exp	35 SYLVIAN WY	16729027	4/15/2003	1/1/1980	NULL
2003-642473	DEMOLITION	NULL	ISSUED	 Swp Demo	1819 NEWCASTLE DR	31817010	4/28/2003	1/1/1980	NULL
2003-642424	DEMOLITION	NULL	ISSUED	 	1325 ENSENADA WY	31806030	5/1/2003	1/1/1980	NULL
2003-642412	DEMOLITION	NULL	ISSUED	 	890 MADONNA WY	33603040	5/2/2003	1/1/1980	NULL
2003-642383	DEMOLITION	NULL	ISSUED	 	1161 PAYNE DR	19339007	5/8/2003	1/1/1980	NULL
2003-642478	DEMOLITION	NULL	ISSUED	 	506 W PORTOLA AV	16720044	5/15/2003	5/15/2003	NULL
2003-642386	DEMOLITION	NULL	FINALED	 Pool Demo	651 PALM AV	17517023	5/27/2003	1/1/1980	8/27/2004
2003-642671	DEMOLITION	NULL	FINALED	Demo	201 MERRITT RD	17024019	6/24/2003	1/1/1980	7/17/2003
2003-642736	DEMOLITION	NULL	FINALED	demo	938 CARMEL CT	16715033	6/30/2003	1/1/1980	7/3/2003
2003-642681	DEMOLITION	NULL	ISSUED	 	668 VERA CRUZ AV	17014023	7/3/2003	7/3/2003	NULL
2003-642825	DEMOLITION	NULL	ISSUED	FOUNDATION TO STAY	321 N CLARK AV	17020066	7/10/2003	1/1/1980	NULL
2003-642834	DEMOLITION	NULL	ISSUED	 	771 PARMA WY	18942044	7/14/2003	1/1/1980	NULL
2003-642835	DEMOLITION	MAIN STRUCTURE	FINALED	Demolish existing residence	317 SILVIA DR	18953062	7/15/2003	1/1/1980	8/18/2003
2003-642854	DEMOLITION	NULL	ISSUED	 	955 STANLEY AV	18911028	7/16/2003	1/1/1980	NULL
2003-642712	DEMOLITION	NULL	ISSUED	 	1759 KIRCHER CT	31821005	7/21/2003	1/1/1980	NULL
2003-642878	DEMOLITION	NULL	ISSUED	 	756 ARROYO RD	18929082	7/29/2003	1/1/1980	NULL
2003-642916	DEMOLITION	NULL	ISSUED	CURTIS BANKS	405 FREMONT AV	18947025	8/1/2003	1/1/1980	NULL
2003-642970	DEMOLITION	NULL	FINALED	Garage Demo	604 MILVERTON RD	17519042	8/20/2003	1/1/1980	2/5/2004
2003-643064	DEMOLITION	NULL	FINALED	Demo	1450 MONTCLAIRE PL	34207042	8/27/2003	1/1/1980	9/9/2003
2003-643111	DEMOLITION	NULL	FINALED	 Swp Demo	291 STRATFORD PL	16731029	8/28/2003	1/1/1980	9/17/2003
2003-643178	DEMOLITION	NULL	FINALED	 Swp Demo	48 N GORDON WY	17025030	9/4/2003	1/1/1980	10/9/2003
2003-643123	DEMOLITION	NULL	ISSUED	 	663 ORANGE AV	17516052	9/8/2003	1/1/1980	NULL
2003-643124	DEMOLITION	NULL	ISSUED	 	110 W UNIVERSITY AV	17512016	9/8/2003	1/1/1980	NULL
2003-643164	DEMOLITION	NULL	ISSUED	TEMP POWER POLE.	316 SUNKIST LN	17022036	9/8/2003	1/1/1980	NULL
2003-643208	DEMOLITION	NULL	FINALED	 Demo	1110 GOLDEN WY	18910017	9/8/2003	1/1/1980	9/24/2003
2003-643242	DEMOLITION	NULL	ISSUED	 	1475 REDWOOD DR	34223018	9/16/2003	1/1/1980	NULL
2003-643232	DEMOLITION	NULL	ISSUED	Demo	1195 PORTLAND AV	19333038	9/22/2003	1/1/1980	NULL
2003-643385	PHOTOVOLTAIC	PV	FINALED	Photovoltaic	609 HOLLINGSWORTH DR	17020033	9/25/2003	1/1/1980	12/3/2003
2003-643331	DEMOLITION	NULL	FINALED	 Demo	1191 PORTLAND AV	19333039	9/26/2003	9/26/2003	11/17/2003
2003-643320	DEMOLITION	NULL	ISSUED	 	1133 MIGUEL AV	31801021	9/29/2003	1/1/1980	NULL
2003-643276	DEMOLITION	NULL	FINALED	Demo	191 S GORDON WY	17028009	9/29/2003	1/1/1980	10/27/2003
2003-643299	DEMOLITION	NULL	FINALED	Demo	1816 ALFORD AV	31817025	9/29/2003	1/1/1980	10/7/2003
2003-643322	DEMOLITION	NULL	ISSUED	Demo	1270 PAYNE DR	19339029	9/30/2003	1/1/1980	NULL
2003-643309	DEMOLITION	NULL	ISSUED	TENNIS COURT	260 COVINGTON RD	18948018	10/1/2003	1/1/1980	NULL
2003-643335	DEMOLITION	NULL	ISSUED	 	716 N SAN ANTONIO RD	16723097	10/6/2003	1/1/1980	NULL
2003-643476	DEMOLITION	NULL	ISSUED	 	95 MT HAMILTON AV	16730033	10/13/2003	10/13/2003	NULL
2003-643305	DEMOLITION	NULL	FINALED	Demo	1218 THURSTON AV	31804003	10/14/2003	1/1/1980	10/21/2003
2003-643578	DEMOLITION	NULL	FINALED	 Demo	554 GLEN ALTO DR	18959004	11/13/2003	1/1/1980	12/3/2003
2003-643647	DEMOLITION	NULL	FINALED	 Demo	2031 FARNDON AV	31824019	11/21/2003	1/1/1980	1/12/2004
2003-643628	DEMOLITION	NULL	FINALED	 Demo	965 LORAINE AV	18915008	12/3/2003	1/1/1980	2/2/2004
2003-643714	DEMOLITION	NULL	FINALED	Demo	704 COVINGTON RD	18919057	12/3/2003	1/1/1980	2/13/2006
2003-643735	DEMOLITION	NULL	FINALED	 Demo	1642 PARKHILLS AV	31808034	12/9/2003	12/9/2003	12/24/2003
2003-643688	DEMOLITION	NULL	ISSUED	 	28 N SPRINGER RD	18935086	12/18/2003	12/18/2003	NULL
2004-643835	DEMOLITION	NULL	FINALED	 Swp Demo	360 BELLEVUE CT	18948002	1/5/2004	1/1/1980	3/3/2004
2004-643841	DEMOLITION	NULL	ISSUED	 	724 CATALINA WY	17012026	1/6/2004	1/1/1980	NULL
2004-643902	DEMOLITION	NULL	FINALED	 Demo	1360 CONCORD AV	19339045	1/15/2004	1/1/1980	1/27/2004
2004-643908	DEMOLITION	NULL	FINALED	 Demo	615 SPRINGER TR	18935077	1/27/2004	1/1/1980	3/19/2004
2004-643897	DEMOLITION	NULL	FINALED	Demo	544 CHERRY AV	16727041	2/6/2004	1/1/1980	2/24/2004
2004-643929	DEMOLITION	NULL	ISSUED	 	1710 GRANGER AV	34208004	2/13/2004	1/1/1980	NULL
2004-643807	DEMOLITION	NULL	FINALED	 Demo	1335 MCKENZIE AV	19342041	2/13/2004	1/1/1980	2/26/2004
2004-643948	DEMOLITION	NULL	ISSUED	 	2036 FARNDON AV	31816006	2/26/2004	1/1/1980	NULL
2004-644079	DEMOLITION	NULL	FINALED	 Demo	729 RAYMUNDO AV	18929059	3/3/2004	1/1/1980	3/17/2004
2004-644092	DEMOLITION	NULL	ISSUED	PER APPROVED PLAN	2008 CRIST DR	31824057	3/10/2004	1/1/1980	NULL
2004-644052	DEMOLITION	NULL	FINALED	 Demolition	474 PANCHITA WY	17047036	3/11/2004	1/1/1980	8/30/2004
2004-644053	DEMOLITION	NULL	ISSUED	 	495 LOS NINOS WY	17017041	3/11/2004	1/1/1980	NULL
2004-644103	DEMOLITION	NULL	ISSUED	 Swp Demo	201 MERRITT RD	17024019	3/16/2004	1/1/1980	NULL
2004-644095	DEMOLITION	NULL	FINALED	Demo	765 VISTA GRANDE AV	18930007	3/17/2004	3/17/2004	12/27/2005
2004-644194	DEMOLITION	NULL	ISSUED	 	521 SAN FELICIA WY	17016014	4/2/2004	1/1/1980	NULL
2004-644303	DEMOLITION	NULL	FINALED	 Awning	4756 EL CAMINO REAL	17001099	4/12/2004	1/1/1980	1/7/2005
2004-644304	DEMOLITION	NULL	FINALED	 Partial Demo	326 S SPRINGER RD	18937033	4/13/2004	1/1/1980	5/7/2004
2004-644362	DEMOLITION	NULL	ISSUED	 	34 DIOR TR	17023082	4/21/2004	1/1/1980	NULL
2004-644338	DEMOLITION	NULL	FINALED	Swp Demo	865 GARDENIA WY	33601014	4/23/2004	1/1/1980	1/29/2007
2004-644271	DEMOLITION	NULL	ISSUED	**NO TREE PROTECTION REQUIRED**	929 CLINTON RD	18913016	4/28/2004	1/1/1980	NULL
2004-644417	DEMOLITION	NULL	FINALED	 Demo	1232 RICHARDSON AV	31802016	5/7/2004	1/1/1980	5/12/2004
2004-644493	DEMOLITION	NULL	FINALED	Demo	870 BERRY AV	18912069	5/18/2004	1/1/1980	7/30/2009
2004-644465	DEMOLITION	NULL	ISSUED	PLAN	340 BENVENUE AV	18951050	5/20/2004	1/1/1980	NULL
2004-644472	DEMOLITION	NULL	FINALED	 Demo	1345 ENSENADA WY	31806028	5/24/2004	1/1/1980	6/18/2004
2004-644473	DEMOLITION	NULL	FINALED	Demo	187 GARLAND WY	16730022	5/24/2004	1/1/1980	9/12/2005
2004-644474	DEMOLITION	NULL	FINALED	 Demo	661 N SAN ANTONIO RD	17014032	5/26/2004	1/1/1980	6/8/2004
2004-644608	DEMOLITION	NULL	ISSUED	Demo	570 JAY ST	17032004	6/3/2004	1/1/1980	NULL
2004-644525	DEMOLITION	NULL	FINALED	 Demo	216 GALLI DR	17025025	6/4/2004	1/1/1980	6/21/2004
2004-644628	DEMOLITION	NULL	ISSUED	 Demo	2093 CRIST DR	31824049	6/7/2004	1/1/1980	NULL
2004-644641	DEMOLITION	NULL	ISSUED	 	1112 PARMA WY	18946013	6/8/2004	1/1/1980	NULL
2004-644620	DEMOLITION	NULL	FINALED	Demo	1646 DALLAS CT	31808012	6/10/2004	1/1/1980	6/16/2004
2004-644544	DEMOLITION	NULL	FINALED	 Demo	1049 FREMONT AV	19340028	6/11/2004	1/1/1980	6/18/2004
