Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Permit Expiration Date,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Location,Record ID,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Zip Codes,DELETE - Fire Prevention Districts,DELETE - Supervisor Districts,DELETE - Current Police Districts,DELETE - Supervisorial_Districts_Waterline_data_from_7pkg_wer3,apn,new_units
201804055576,3,additions alterations or repairs,2018-04-05,0638,004,2120,,California,St,0.0,,"construct one adu unit per ord# 162-16. construct (n) walls, cabinet, plumbing fixtures, (n) sprinklers.",issued,2019-11-26,2018-04-05,2019-11-26,,2020-10-05,,4.0,4.0,,,2020-11-26,80000.0,80000.0,apartments,18.0,apartments,19.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),Y,2.0,Pacific Heights,94115.0,"(37.78977494692555, -122.42943595162951)",1503154410206,102.0,4.0,6.0,30.0,29490.0,13.0,1.0,6.0,11.0,0638/004,1.0
201601157251,3,additions alterations or repairs,2016-01-15,1827,019,2240,,Kirkham,St,,,legalization of dwelling units installed without a permit.,issued,2018-04-05,2016-01-15,2018-04-05,,,,2.0,2.0,,,2019-03-31,10000.0,10000.0,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,4.0,Sunset/Parkside,94122.0,"(37.75972046188819, -122.48509112972731)",1503149511110,39.0,10.0,7.0,35.0,56.0,1.0,3.0,5.0,4.0,1827/019,1.0
201804055567,3,additions alterations or repairs,2018-04-05,3605,051A,390,,Liberty,St,,,"demolition of ground floor spaces, addition of (3)(n) adu units. mep included, life safety & structural under separate permit. under ord 162-16",filed,2018-04-05,2018-04-05,,,,,4.0,4.0,,,,355000.0,,apartments,14.0,apartments,17.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Castro/Upper Market,94114.0,"(37.75733989580656, -122.42991019751213)",1503141248243,52.0,3.0,5.0,5.0,28862.0,2.0,5.0,7.0,1.0,3605/051A,3.0
201804055606,3,additions alterations or repairs,2018-04-05,3206,028,37,,Norton,St,,,legalization of dwelling unit in front structure installed without permit. to comply with nov 201845043. ordinance 43-14,filed,2018-04-05,2018-04-05,,,,,2.0,2.0,,,,7000.0,,2 family dwelling,2.0,apartments,3.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,11.0,Outer Mission,94112.0,"(37.724734834431175, -122.43568141456788)",1503189363484,94.0,9.0,1.0,28.0,28861.0,9.0,6.0,4.0,8.0,3206/028,1.0
201804126195,3,additions alterations or repairs,2018-04-12,6551,019,3860,,26th,St,,,revise pa# 2017/08/15/4922. convert storage to adu per ord# 162-16 @ ground floor. (per mandatory seismic retrofitting under sfebc chapter 4d)** maher: n/a **,cancelled,2019-02-19,2018-04-12,,,,,3.0,3.0,,,,15000.0,,apartments,6.0,apartments,7.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Noe Valley,94114.0,"(37.748795411302886, -122.42626477109205)",1504065207221,52.0,3.0,5.0,22.0,28862.0,2.0,5.0,7.0,1.0,6551/019,1.0
201803295058,3,additions alterations or repairs,2018-03-29,3610,049,3421,,20th,St,,,"two (n) adu units per ord# 162-17, each w/ 1 bedrm, 1 bath on 1st flr.",filed,2018-03-29,2018-03-29,,,,,4.0,4.0,,,,80000.0,200000.0,apartments,6.0,apartments,8.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,9.0,Mission,94110.0,"(37.758502547041644, -122.4174776347064)",1502405248380,53.0,3.0,2.0,20.0,28859.0,2.0,7.0,7.0,7.0,3610/049,2.0
201601278097,3,additions alterations or repairs,2016-01-27,7542,024,45,,Everson,St,,,"horiz add @ rear of(e)single-family res. expand 1/fl w/ half basketball court. expand 2nd fl. w/(n)catwalk, (n) bedroom & (n)stairs. expand 3rd fl w/remodeled entry/foyer, kit,din rm & liv rm (n) bedroom, (n) util rm, bath & deck,(n)window,doors. addition of accessory dwelling unit per 207(c)(6).",issued,2018-07-16,2016-01-27,2018-07-16,,2018-10-11,Y,3.0,3.0,,,2021-06-30,375000.0,450000.0,1 family dwelling,1.0,1 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),Y,8.0,Glen Park,94131.0,"(37.738320877513345, -122.43006770346508)",1515795512026,59.0,9.0,5.0,10.0,63.0,2.0,5.0,4.0,1.0,7542/024,1.0
201612205391,3,additions alterations or repairs,2016-12-20,1005,053,3014,A,Sacramento,St,,,remodel ground floor. legalize dwelling on 1st floor per ordinance# 43-14.,complete,2018-10-26,2016-12-20,2018-03-26,2018-10-26,,,2.0,2.0,,,2019-03-21,15000.0,40000.0,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Pacific Heights,94115.0,"(37.78896908997294, -122.44298622165863)",1501731511047,102.0,8.0,6.0,30.0,29490.0,13.0,1.0,9.0,11.0,1005/053,1.0
201903276411,3,additions alterations or repairs,2019-03-27,6784,004,64,A,Lamartine,St,,,add unit per ord 95-17. add ground floor unit to garage.,issued,2019-08-07,2019-03-27,2019-08-07,,,,2.0,2.0,,,2020-08-07,85000.0,85000.0,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Outer Mission,94112.0,"(37.73111634835276, -122.43355488063429)",1563025515751,94.0,9.0,5.0,28.0,28861.0,9.0,5.0,4.0,1.0,6784/004,1.0
201903276450,3,additions alterations or repairs,2019-03-27,7064A,026,1749,,Cayuga,Av,,,interior remodeling of (e) single family house in order to add adu unit @ garage level per ordinance 95-17.,complete,2020-01-31,2019-03-27,2019-08-07,2020-01-31,,,2.0,2.0,,,2020-08-07,40000.0,120000.0,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,11.0,Outer Mission,94112.0,"(37.71463027705978, -122.44856028551213)",1563095515752,66.0,9.0,1.0,28.0,28861.0,9.0,6.0,4.0,8.0,7064A/026,1.0
201604195131,3,additions alterations or repairs,2016-04-19,1596,009,745,,48th,Av,,,"horizontal & vertical addition. add one residential unit with 4 bedrooms , 3 bathrooms  & 1 kitchen.",issued,2018-03-26,2016-04-19,2018-03-26,,2019-02-25,Y,2.0,3.0,,,2021-03-10,200000.0,368000.0,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),Y,1.0,Outer Richmond,94121.0,"(37.774260688094394, -122.50935437019822)",1501709511046,8.0,8.0,4.0,29.0,55.0,11.0,2.0,9.0,9.0,1596/009,1.0
201803234530,3,additions alterations or repairs,2018-03-23,1229,022,1871,,Page,St,0.0,,"one(1)accesory dwelling unit at 5th fl new stair connective 4th and 5th fl for additional means of egress. drop slab approx 1'4""at ground fl garage. ref story permit filed under pa #201704063314 per ordianance 162-16",issued,2019-04-22,2018-03-23,2019-04-22,,,,5.0,5.0,,,2022-04-06,40000.0,138000.0,apartments,8.0,apartments,9.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),Y,5.0,Haight Ashbury,94117.0,"(37.77009942118758, -122.45147569461146)",1501666397147,25.0,7.0,11.0,3.0,29492.0,15.0,11.0,8.0,10.0,1229/022,1.0
201803234518,3,additions alterations or repairs,2018-03-23,6976,004E,158,,Howth,St,,,"ordinance #162-16. addition of adu @ ground floor of main building (700 sq ft) (2)bedroos, (1)bath. addition of master rom in backyard @ 301 sq ft (unpermitted work). to comply w/ nov #20164785. ref #201803214269 legalization.",filed,2018-03-23,2018-03-23,,,,,2.0,2.0,,,,4000.0,,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,11.0,Oceanview/Merced/Ingleside,94112.0,"(37.72146683842375, -122.45082122903396)",1501645215945,81.0,10.0,1.0,24.0,28861.0,9.0,6.0,5.0,8.0,6976/004E,1.0
201803234491,3,additions alterations or repairs,2018-03-23,0249,023,1575,,Sacramento,St,,,"add 1 new unit on ground level per adu ordinance# 162-16. convert (e) storage into new unit within (e) envelope. 2 new bathrooms, 1 new dishwasher, 1 new washer & dryer. new kitchen, cabinets, new plumbing fixtures. new lighting @ (e) j-box locations. sprinkler & fire alarm under separate applicatio",issued,2019-10-03,2018-03-23,2019-10-03,,,,4.0,4.0,,,2020-10-03,75000.0,130000.0,apartments,13.0,apartments,14.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,3.0,Nob Hill,94109.0,"(37.79160220199418, -122.4186649193402)",1501612257349,16.0,6.0,3.0,21.0,28858.0,5.0,10.0,1.0,2.0,0249/023,1.0
201801229139,3,additions alterations or repairs,2018-01-22,5521,025,293,,Coso,Av,,,"unit legalization per ordinance 43-14. (n) high efficiancy kitchen lighting, (n) bicycle parking, (n) street tree.",issued,2019-12-06,2018-01-22,2019-12-06,,,,2.0,2.0,,,2020-12-06,2900.0,31000.0,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,9.0,Bernal Heights,94110.0,"(37.74518354724535, -122.41570236594136)",1558212515015,83.0,9.0,2.0,2.0,28859.0,2.0,7.0,4.0,7.0,5521/025,1.0
201708256017,3,additions alterations or repairs,2017-08-25,1702,001,4709,,Lincoln,Wy,,,"legalize (e) dwelling unit at 1st flr consisting of kitchen, living/dining, bath & bedroom. under ordinance #43-14.",issued,2018-03-23,2017-08-25,2018-03-23,,2019-01-08,,2.0,2.0,,,2019-03-18,2500.0,66000.0,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),Y,4.0,Sunset/Parkside,94122.0,"(37.76390334134307, -122.50854009135934)",1501559511042,39.0,10.0,7.0,35.0,56.0,1.0,3.0,5.0,4.0,1702/001,1.0
201803234449,3,additions alterations or repairs,2018-03-23,6538,031,363,,Jersey,St,,,"comply to boa #17-191 & #17-192, remove basement scope of work. making interior alterations and shoring plans included. ref pa #2014-1118-1848 s.",complete,2021-01-21,2018-03-23,2018-08-21,2021-01-21,2018-10-29,,3.0,3.0,,,2019-08-16,1.0,1.0,1 family dwelling,1.0,1 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),Y,8.0,Noe Valley,94114.0,"(37.750300937163786, -122.43315850598677)",1501555206770,84.0,3.0,5.0,22.0,28862.0,2.0,5.0,7.0,1.0,6538/031,1.0
201803234439,3,additions alterations or repairs,2018-03-23,1703,021,4626,,Irving,St,,,comply with nov 201829521 to legalize existing illegal unit per ord 43-14 section 102a3.1,filed,2018-03-23,2018-03-23,,,,,3.0,3.0,,,,20000.0,,2 family dwelling,2.0,apartments,3.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,4.0,Sunset/Parkside,94122.0,"(37.76246079510815, -122.50768058207787)",1501541350674,39.0,10.0,7.0,35.0,56.0,1.0,3.0,5.0,4.0,1703/021,1.0
201803234437,3,additions alterations or repairs,2018-03-23,1583,046,600,,41st,Av,0.0,,add units per ord #162-16. in 1st floor: convert existing garage space to have 2 adu unts per ord 162-16.,issued,2019-09-10,2018-03-23,2019-09-10,,,,4.0,4.0,,,2020-09-10,80000.0,185000.0,apartments,9.0,apartments,11.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,1.0,Outer Richmond,94121.0,"(37.77714369353948, -122.50154904383925)",1501539422038,8.0,8.0,4.0,29.0,55.0,11.0,2.0,9.0,9.0,1583/046,2.0
201803234439,3,additions alterations or repairs,2018-03-23,1703,021,4624,,Irving,St,,,comply with nov 201829521 to legalize existing illegal unit per ord 43-14 section 102a3.1,filed,2018-03-23,2018-03-23,,,,,3.0,3.0,,,,20000.0,,2 family dwelling,2.0,apartments,3.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,4.0,Sunset/Parkside,94122.0,"(37.76246079510815, -122.50768058207787)",1501537110717,39.0,10.0,7.0,35.0,56.0,1.0,3.0,5.0,4.0,1703/021,1.0
201803224393,3,additions alterations or repairs,2018-03-22,1231,020,544,,Clayton,St,,,per ordinance 43-14. legalize the 6th unit on the 4th flr. a (2) bedroom unit w/ kitchen & bath. fire alarm & sprinkler under separate permit.,issued,2020-01-16,2018-03-22,2020-01-16,,,,4.0,4.0,,,2021-01-16,195000.0,195000.0,apartments,5.0,apartments,6.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Haight Ashbury,94117.0,"(37.77012873121201, -122.4483502072721)",150147993172,25.0,7.0,11.0,3.0,29492.0,15.0,11.0,8.0,10.0,1231/020,1.0
201803224361,3,additions alterations or repairs,2018-03-22,1562,006A,531,,19th,Av,,,"legalize(e)rar addition&add(n)deck at rear.interior remodel(e)2,284 sf.4 story single family residence.incl convert to 2 family residence w/new unit-2.(n)unit-1 to be 1,368 sf w/5 bedroom & 3 bath.(n)unit-2 to be 916 sf w/1-bedrm & 1 bathroom.",approved,2020-02-04,2018-03-22,,,,Y,3.0,3.0,,,,280000.0,450000.0,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,1.0,Outer Richmond,94121.0,"(37.77781704921583, -122.47844698529707)",1501434104507,8.0,8.0,4.0,29.0,55.0,11.0,2.0,9.0,9.0,1562/006A,1.0
201804257346,3,additions alterations or repairs,2018-04-25,0179,040,823,,Pacific,Av,,,"legalize upper floor as residential unit per ordinance# 43-14. no record to confirm legalize it as 2 bedrooms, 2 offices, 2 baths residential unit.",complete,2019-12-04,2018-04-25,2019-08-08,2019-12-04,,,2.0,2.0,,,2020-08-08,40000.0,88796.0,retail sales,0.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,3.0,Chinatown,94133.0,"(37.79648571242459, -122.40881428760184)",1563162515757,104.0,6.0,3.0,6.0,308.0,3.0,10.0,1.0,2.0,0179/040,1.0
201908088298,3,additions alterations or repairs,2019-08-08,2045,014,1871,,08th,Av,,,legalize third unit per ordinance no. 43-14. improve unit (2 bedroom & 1 bath) to meet all applicable code requirements. no excavation.,withdrawn,2020-05-14,2019-08-08,,,,,3.0,3.0,,,,32000.0,,1 family dwelling,2.0,apartments,3.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,Inner Sunset,94122.0,"(37.75343899995842, -122.46482886775539)",1563229123206,44.0,10.0,8.0,14.0,56.0,1.0,4.0,5.0,5.0,2045/014,1.0
201908088298,3,additions alterations or repairs,2019-08-08,2045,014,1873,,08th,Av,,,legalize third unit per ordinance no. 43-14. improve unit (2 bedroom & 1 bath) to meet all applicable code requirements. no excavation.,withdrawn,2020-05-14,2019-08-08,,,,,3.0,3.0,,,,32000.0,,1 family dwelling,2.0,apartments,3.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,Inner Sunset,94122.0,"(37.75343899995842, -122.46482886775539)",1563231352545,44.0,10.0,8.0,14.0,56.0,1.0,4.0,5.0,5.0,2045/014,1.0
201712186766,3,additions alterations or repairs,2017-12-18,6940,031,244,,Ashton,Av,,,to add an accessory dwelling unit (adu)at ground fl. per ordinance 95-17. (studio unit),complete,2019-01-08,2017-12-18,2018-03-21,2019-01-08,2018-06-04,,2.0,2.0,,,2019-03-16,60000.0,77097.0,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),Y,7.0,Oceanview/Merced/Ingleside,94112.0,"(37.722633125765405, -122.46195088671291)",1501309511036,64.0,10.0,8.0,24.0,28861.0,9.0,4.0,5.0,5.0,6940/031,1.0
201908088311,3,additions alterations or repairs,2019-08-08,4790,038,1455,,Shafter,Av,,,"new ground floor accessory dwelling unit per ord 95-17. no exterior work visible from public righ-of-way. fill-in existing patio below 2nd floor at rear. new mechanical, electrical & plumbing. legalized (e) rear deck & stairs.",issued,2020-09-02,2019-08-08,2020-09-02,,,Y,2.0,2.0,,,2021-09-02,100000.0,100000.0,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,10.0,Bayview Hunters Point,94124.0,"(37.72930773685246, -122.38820507975834)",1563249175096,86.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4790/038,1.0
201803214230,3,additions alterations or repairs,2018-03-21,5386,021,1547,,Underwood,Av,,,unit legalization ord #43-14.  install partition to separate garage & entry to studio dwelling unit. construct bottom portion of stairs from upper level. all at ground level floor.,filed,2018-03-21,2018-03-21,,,,,1.0,1.0,,,,50000.0,105000.0,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,10.0,Bayview Hunters Point,94124.0,"(37.729034827905885, -122.39106349237598)",1501237181366,86.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,5386/021,1.0
201810244065,3,additions alterations or repairs,2018-10-24,1289,041,1280,,Stanyan,St,,,merge 1st & 2nd flr into (e) single unit. restore 2nd dwelling unit in portion of basement.,issued,2019-08-07,2018-10-24,2019-08-07,,,,2.0,2.0,,,2021-08-07,600000.0,600000.0,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),Y,5.0,Inner Sunset,94117.0,"(37.76011800758308, -122.45131705715285)",1562983515750,114.0,7.0,11.0,14.0,29492.0,15.0,11.0,8.0,10.0,1289/041,1.0
201710030209,3,additions alterations or repairs,2017-10-03,0530,037,1865,,Filbert,St,,,per unit legalization ordinance# 43-14. legalize rear building (e)cottage to single house with 2 bedroom & 2 baths.,complete,2020-06-24,2017-10-03,2019-07-01,2020-06-24,,,2.0,2.0,,,2020-01-01,2000.0,20000.0,storage shed,0.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Marina,94123.0,"(37.7984488210079, -122.43006062827826)",1558235509947,15.0,4.0,6.0,13.0,57.0,13.0,1.0,6.0,11.0,0530/037,1.0
201612124732,3,additions alterations or repairs,2016-12-12,1652,022,756,,10th,Av,,,"change of use - accessory dwg unit. 1 bedrm, 1 1/2 bath, kitchen, living rm. addition at rearof structure under (e)2nd story & deck (from single family to 2 family dwelling)",issued,2018-07-17,2016-12-12,2018-07-17,,,Y,3.0,3.0,,,2021-07-01,150000.0,150000.0,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,1.0,Inner Richmond,94118.0,"(37.77414001531957, -122.46775349442174)",1515919512029,5.0,8.0,4.0,11.0,54.0,11.0,2.0,9.0,9.0,1652/022,1.0
201908068093,3,additions alterations or repairs,2019-08-06,6410,004,834,,London,St,,,"1st fl: add 1 adu on 1st floor per ord. 162-17. add 1 kitchen, living,2 beds and 2 full bath.",filed,2019-08-06,2019-08-06,,,,,2.0,2.0,,,,75000.0,,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,11.0,Excelsior,94112.0,"(37.716605181619556, -122.44018120560794)",1562939202447,90.0,9.0,1.0,7.0,28861.0,9.0,6.0,4.0,8.0,6410/004,1.0
201908057904,3,additions alterations or repairs,2019-08-05,3736,086,555,,Howard,St,,,altered site permit for 37-story tourist hotel. reference pa #2016-1227-5918 s.,filed,2019-08-05,2019-08-05,,,,,,37.0,,,,12000000.0,,vacant lot,,residential hotel,401.0,2.0,,,,1.0,constr type 1,Y,6.0,Financial District/South Beach,94105.0,"(37.78737885596183, -122.39687496588682)",1562688165629,32.0,1.0,10.0,8.0,28855.0,6.0,9.0,2.0,3.0,3736/086,401.0
201908057904,3,additions alterations or repairs,2019-08-05,3736,107,58,,Tehama,St,,,altered site permit for 37-story tourist hotel. reference pa #2016-1227-5918 s.,filed,2019-08-05,2019-08-05,,,,,,37.0,,,,12000000.0,,vacant lot,,residential hotel,401.0,2.0,,,,1.0,constr type 1,Y,6.0,Financial District/South Beach,94105.0,"(37.787306311308775, -122.39696707702109)",1562689491307,32.0,1.0,10.0,8.0,28855.0,6.0,9.0,2.0,3.0,3736/107,401.0
201803295024,3,additions alterations or repairs,2018-03-29,0299,010,798,,Post,St,,,legalization of dwelling unit per ordinance 43-14. increasing from 40 dwelling units & 6 guest rooms to 41 dwelling units at 6 guest rooms.** maher: n/a **,approved,2019-08-05,2018-03-29,,,,,7.0,7.0,,,,4000.0,62000.0,apartments,40.0,apartments,41.0,2.0,,3.0,constr type 3,3.0,constr type 3,,3.0,Nob Hill,94109.0,"(37.78769391331872, -122.41481307802772)",150235767213,50.0,6.0,3.0,21.0,28858.0,5.0,10.0,1.0,2.0,0299/010,1.0
201803294957,3,additions alterations or repairs,2018-03-29,7014,024,200,,Faxon,Av,,,"legalize dwelling unit @ 1st floor to comply with ord# 43-14. 2 bedrooms, 2 baths, 1 living rm and 1 kitchen.",complete,2018-12-14,2018-03-29,2018-09-21,2018-12-14,,,2.0,2.0,,,2021-09-05,32000.0,120000.0,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,11.0,Oceanview/Merced/Ingleside,94112.0,"(37.71832820612456, -122.45995878897916)",1502298217645,64.0,10.0,1.0,24.0,28861.0,9.0,6.0,5.0,8.0,7014/024,1.0
201908057904,3,additions alterations or repairs,2019-08-05,3736,110,547,,Howard,St,,,altered site permit for 37-story tourist hotel. reference pa #2016-1227-5918 s.,filed,2019-08-05,2019-08-05,,,,,,37.0,,,,12000000.0,,vacant lot,,residential hotel,401.0,2.0,,,,1.0,constr type 1,Y,6.0,Financial District/South Beach,94105.0,"(37.78752941231001, -122.3968803117326)",1562690165645,32.0,1.0,10.0,8.0,28855.0,6.0,9.0,2.0,3.0,3736/110,401.0
201803284799,3,additions alterations or repairs,2018-03-28,6943,057,206,,Holloway,Av,,,legalization of (e) illegal dwelling unit as per ordinance 43-14. work to comply w/ notice of violation #201786995.,filed,2018-03-28,2018-03-28,,,,,3.0,3.0,,,,11200.0,,2 family dwelling,2.0,apartments,3.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,Oceanview/Merced/Ingleside,94112.0,"(37.722068017414514, -122.45537316169069)",1502084214879,64.0,10.0,8.0,24.0,28861.0,9.0,4.0,5.0,5.0,6943/057,1.0
201908067958,3,additions alterations or repairs,2019-08-06,2117,002,1937,,17th,Av,,,horizontal extension at the rear of the building and vertical third story addition. remodeling of existing single family residence. addition of accessory dwelling unit at the first floor.,filed,2019-08-06,2019-08-06,,,,Y,2.0,3.0,,,,475000.0,,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),Y,7.0,Inner Sunset,94116.0,"(37.75169642656004, -122.47446743391926)",1562760126429,44.0,10.0,8.0,14.0,29491.0,1.0,4.0,5.0,5.0,2117/002,1.0
201803274771,3,additions alterations or repairs,2018-03-27,5457,038,2845,,San Bruno,Av,0.0,,add 1 accessory dwelling units per ord #162-16 at existing garage & storage areas. convert exist full bath to half bath. structural deferred under separate permit: no cfc for adu.,issued,2019-08-27,2018-03-27,2019-08-27,,,,2.0,2.0,,,2020-08-27,175000.0,175000.0,apartments,8.0,apartments,9.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,9.0,Portola,94134.0,"(37.72596726965849, -122.40262380599378)",1502036419128,91.0,2.0,2.0,25.0,309.0,10.0,7.0,3.0,7.0,5457/038,1.0
201803295045,3,additions alterations or repairs,2018-03-29,0604,016,2350,,Washington,St,0.0,,legalization of unit installed without permit per ordinance 43-14.,issued,2018-10-04,2018-03-29,2018-10-04,,,,4.0,4.0,,,2019-09-29,43000.0,43000.0,apartments,9.0,apartments,10.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Pacific Heights,94115.0,"(37.79216273803478, -122.43203420345392)",1502391305107,102.0,4.0,6.0,30.0,29490.0,13.0,1.0,6.0,11.0,0604/016,1.0
201803274744,3,additions alterations or repairs,2018-03-27,0493,015,1990,,Lombard,St,,,convert upper (2) flrs of (e) office bldg to residential apartments; (3) units on each floor; ground floor (e) restaurant to remain.,filed,2018-03-27,2018-03-27,,,,,3.0,3.0,,,,780000.0,,office,0.0,apartments,6.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),Y,2.0,Marina,94123.0,"(37.80037296110284, -122.43430088747297)",150198871856,17.0,4.0,6.0,13.0,57.0,13.0,1.0,6.0,11.0,0493/015,6.0
201803274700,3,additions alterations or repairs,2018-03-27,6577,032,3763,,Cesar Chavez,St,,,add one accessory dwelling unit at rear carport per ordinance no 162-16. rear building unit number named 3763d cesar chavez by owner.,issued,2020-12-10,2018-03-27,2020-12-10,,,,1.0,1.0,,,2021-06-10,7000.0,45000.0,prkng garage/private,0.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),Y,8.0,Noe Valley,94110.0,"(37.74764431679926, -122.423871067694)",1501935207948,84.0,9.0,5.0,22.0,28859.0,2.0,5.0,4.0,1.0,6577/032,1.0
201710110933,3,additions alterations or repairs,2017-10-11,2954A,048,184,A,Marietta,Dr,,,"revision to pa #201511031627 to modify residential unit previously legalized per pa#201511031627 on the ground fl. add back storage, move laundry, furnace,water heater, add wastebins. 2 units in bldg, one to complete legalization per ordinance# 43-14. nook,bathroom & closet to remain the same place.",complete,2018-07-05,2017-10-11,2018-03-27,2018-07-05,,,2.0,2.0,,,2019-03-22,1.0,1.0,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,West of Twin Peaks,94127.0,"(37.740108262479644, -122.44676084292564)",1501904511055,72.0,9.0,8.0,41.0,59.0,9.0,4.0,4.0,5.0,2954A/048,1.0
201803274654,3,additions alterations or repairs,2018-03-27,6656,016,76,,Chenery,St,,,"expand (e)2-story sfh horizontally into rear yard & vertically to add 1 story. create (n) 1 bdrm unit on 1st story. remodel interior facade. add (2) bath, (1) kitchen. replace (e) elevated decks & stairs in rear. add (1) bike parking space in garage. no change to occupancy.",issued,2019-05-30,2018-03-27,2019-05-30,,2020-02-10,Y,2.0,3.0,,,2022-05-14,100000.0,674154.0,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),Y,8.0,Glen Park,94131.0,"(37.740290343802215, -122.42593282595574)",1501871210145,59.0,9.0,5.0,10.0,63.0,2.0,5.0,4.0,1.0,6656/016,1.0
201803264648,3,additions alterations or repairs,2018-03-26,3594,020,861,,South Van Ness,Av,0.0,,new additional dwelling unit to (e) 3 apt bldg. replacement of (4) windows. garage lvl adu. remodel 2nd & 3rd flr apts. add (2) skylights.,issued,2019-10-07,2018-03-26,2019-10-07,,,,3.0,3.0,,,2020-10-07,100000.0,100000.0,apartments,3.0,apartments,4.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,9.0,Mission,94110.0,"(37.75945109815119, -122.41658132505415)",1501860402576,53.0,3.0,2.0,20.0,28859.0,2.0,7.0,7.0,7.0,3594/020,1.0
